### SHEET: Main
B2	Name
You may dual wield one-handed weapons that are Moderate weight or less; You may use one Basic Action to attack one target twice or two different targets using a different skill check for each weapon.
A16	Envigorating Rally
B16	[Virility 5]
Once per day you may summon inner determination to keep going. During combat you may take a Basic Action to increase your Fortitude by your heal rate.
D16	[Virility 9]
Once per day you may summon inner determination to keep going. Take a Basic Action to increase your Fortitude by your heal rate.
F16	[Virility 11; Conviction 5]
Once per day you may summon inner determination to keep going. Take a Basic Action to increase your Fortitude by your heal rate. If you haven't taken this action during a battle and your Fortitude reaches 0 then you may us
A17	Fighting Flow
B17	[DEX 5]
Once per day during combat you may increase your ATP by 2.
D17	[Nimbleness 12]
Once per day during combat you may increase your ATP by 3.
F17	[Combined Athletics 50]
Once per combat you may increase your ATP by 3.
A18	I Am Your Shield!
B18	[Combat Prowess Level 1]
Requires a Defensive action:
You may intercept damage for a willing creature within 5 feet. You must change places with them before the attacker rolls to hit. Remove one of your defensive actions after the attack.
D18	[STR 5 CON 4]
Requires a Defensive action:
You may intercept damage for a willing creature within 5 feet. You must change places with them before the attacker rolls to hit.
F18	[CON 5; DEX 5; Leadership 4]
Requires a Defensive action:
You may intercept damage for a willing creature within 5 feet. You must change places with them before the attacker rolls to hit. After you swap places they may take a Free Spontaneous 5 foot 
A19	I Only Make Headshots
B19	[Firearms or Archery 10; Manual Dexterity 8]
Ranged attacks do not impose a +2 DR when calling a shot.
D19	-[]
F19	-[]
A20	Lay It All On The Line
B20	[CHA 4]
Once, at the beginging of a combat round, you may pay 20 Fortitude for +1 APT that round.
D20	[CHA 5]
Once, at the beginging of a combat round, you may pay 15 Fortitude for +1 APT that round.
F20	[CHA 6; DEX 5]
As many times as you like, you may pay 15 Fortitude for +1 APT that round.
A21	Lend Me A Hand
B21	[Leadership 3]
At the begining of a combat round, a willing creature within 5 feet may reduce their APT by 1 and you gain +1 APT this round.
D21	[Leadership 6]
Any time during combat, a willing creature within 20 feet may remove 1 action and you gain 1 free action.
F21	[Leadership 12; Negotiation 7]
Any time during or before combat, a willing creature within 20 feet may remove 1 action and you gain 2 free actions.
A22	Look, No Hands!
B22	[Unarmed 8]
Defensive tokens still prevent death from critical attacks when you are grappling a creature.
D22	[Unarmed 10; Environmental Perception 5; Combat Prowess Level 2]
Defensive tokens still prevent death from critical attacks when you are grappling a creature. You may still block while grappling.
F22	[Unarmed 13]
Defensive tokens still prevent death from critical attacks when you are grappling a creature. You may still block while grappling. You may still evade while grappling.
A23	Master Grappler
B23	[Successfuly Grappled 5 Creatues]
You can grapple creatures 2 sizes larger than you instead of 1.
D23	[Unarmed 13]
You can grapple creatures 2 sizes larger than you instead of 1. When grappled or grappling you may add +3 Bashing to your unarmed attacks.
F23	[Unarmed 16]
You can grapple creatures 2 sizes larger than you instead of 1. When grappled or grappling you may add +3 Bashing to your unarmed attacks. Grappled creatures may not reverse or break the grapple. Desperate escape can still be used.
A24	Missile Command
B24	[Manual Dexterity 8]
Requires a defensive action:
Instead of blocking or dodging a ranged attack you may instead make a free Manual Dexterity skill check against the attack roll. If successful you can grab the missile out of the air. If you fail then
D24	[Manual Dexterity 13]
Requires a defensive action:
Instead of blocking or dodging a ranged attack you may instead make a free Manual Dexterity skill check against the attack roll. If successful you can grab the missile out of the air.
F24	[Manual Dexterity 15]
Requires a defensive action:
You may deflect any ranged attack that passes within 5 feet of you with a free successful Manual Dexterity skill check against the attack roll. If the ranged attack will hit you then you may still bl
A25	Move Like a Butterfly
B25	[Acrobatics 6]
Requires a Defensive action:
As a reaction to a successful melee attack you may make a free acrobatics 0 effort skill check to directly contest the attack. If you are successful then the damage from the attack is negated. Remove one of
D25	[Acrobatics 13]
Requires a Defensive action:
As a reaction to a successful melee attack you may make a free acrobatics skill check to directly contest the attack. If you are successful then the damage from the attack is negated and you may take a fre
F25	[Acrobatics 15; Environmental Perception 10]
Requires a Defensive action:
Damage from a successful melee attack is negated and the attacker falls prone. You may take a 5 foot step. Remove one of your defensive actions.
A26	Murder-Stroke
B26	[Blades 3]
Damage is equal to the weapon's slashing attack damage -12 but as bashing.
D26	[Blades 6]
Damage is equal to the weapon's slashing attack damage - 8 but as bashing.
F26	[Blades 12]
Damage is equal to the weapon's slashing attack damage -6 but as bashing. If you do damage to a creatures body with this attack and they are the same size or smaller than you, then they are knocked prone.
A27	Parry
B27	[None]
When you block you may directly contest an incoming melee attack with a free 0 effort melee Martial Arts Action. Remove 1 defensive action if their attack is still succesful after the parry attempt.
D27	-[]
F27	-[]
A28	Patience, Grasshopper!
B28	[None]
You may defer 1 action in combat to the next round; You will get the deferred action plus your normal APT. You must choose to defer before the round begins and actions are placed.
D28	[Environmental Perception 10]
You may defer up to 2 actions in combat to the next round; You will get the deferred actions plus your normal APT.
F28	[DEX 6; Environmental Perception 14]
You may defer up to 3 actions in combat to the next round; You will get the deferred actions plus your normal APT; +5 to fate rolls determining action priority.
A29	Put A Tourniquet On That!
B29	[Survival 6 or Medicine 2]
A successful medicine or survival check in battle can heal a wounded body part of yours or another to undamaged. You must have something to act as a bandage and they must be within 5 feet.
D29	[Survival 12 or Medicine 6; Combat Prowess level 1]
A successful medicine or survival check in battle can heal all wounded body parts of yours or anothers to undamaged. You must have something to act as a bandage for each wounded area and they must b
F29	[Survival 15 or Medicine 9]
A successful medicine or survival check in battle can heal all wounded body parts of yours and anyone you want around you to undamaged. You must have something to act as a bandage for each wounded area and they must be wit
A30	Quick Loading
B30	[Manual Dexterity 7]
You may reload a weapon using 1 less action than it normally takes.
D30	[Manual Dexterity 14]
You may reload a weapon using 2 less actions than it normally takes.
F30	-[]
A31	Rapid Fists
B31	[Unarmed 6; Manual Dexterity 7]
You may strike one target up to 5 times with a single Basic action using an unarmed attack.  You must declare how many strikes and pay 1 Fortitude for every strike after the first. If the attack is unsucessful you must
D31	[Unarmed 8; Manual Dexterity 10]
You may strike up to 2 targets up to 10 times with a single Basic action using an unarmed attack.  You must declare how many strikes and pay 1 Fortitude for every strike after the first. If the attack is unsucessful y
F31	[Unarmed 15]
You may strike up to 4 targets up to 15 times with a single Basic action using an unarmed attack.  You must pay 1 Fortitude for every strike after the first. If the attack is unsucessful you must still pay the Fortitude for each addition
A32	Rhythmic Cadence
B32	[Music 6]
A successful music check that your allies can hear gives them a free APT this round. (DR 1 + situational DR) (May only be used once per combat)
D32	[Music 8]
A successful music check that your allies can hear gives them a free APT this round. (DR 1 + situational DR). If the free APT is used on a Defensive action then they regain 10 Fortitude. (May only be used once per day)
F32	[Music 10; Social Perception 6]
A successful music check that your allies can hear gives them a free APT this round. (DR 1 + situational DR). If the free APT is used on a Defensive action then they regain 20 Fortitude. (May only be used once per day)
A33	Riposte
B33	[Level 1 Parry]
After a successful Parry you get a free Spontaneous Basic action.
D33	-[]
F33	-[]
A34	Running Start
B34	[Nothing]
You can move 5 feet as a free joint spontanious action before an Basic action.
D34	[DEX 5]
You can move 10 feet as a free joint spontanious action before an Basic action.  Movement must be in one direction.
F34	[Acrobatics 8 or DEX 6]
You can move 10 feet as a free joint spontanious action before an Basic action.  Movement must be in one direction. You may make an additional 10 foot free joint spontanious action after the attack. All Movement must be in one
A35	Shank Blitz
B35	[Knives 7]
Can't Dual Wield: 
You can strike one target up to 3 times with a single Basic Action using a knife. If your attack is unsuccesful and you chose to strike multiple times: remove 1 defensive action and then the creature you attacked may cho
D35	[Knives 12]
Can't Dual Wield: 
You can strike one target up to 4 times with a single Basic Action using a knife. If your attack is unsuccesful and you chose to strike multiple times: the creature you attacked may choose to automaticaly put you into a
F35	[Knives 17]
Can't Dual Wield: 
You can strike one target up to 5 times with a single Basic Action using a knife.
A36	Shield Bash
B36	[STR 5]
If you block against a melee attack with a shield then you may remove a defensive token from the attacker.
D36	-[]
F36	-[]
A37	Shield Proficiency
B37	[DEX 4]
The damage of attacks you block are reduced by your choice of 5 Bashing, Piercing or Slashing.
D37	[DEX 5; CON 4; Manual Dexterity 8]
The damage of attacks you block are reduced by your choice of 5 Bashing, Piercing or Slashing. You may block unblockable Attacks targeting you.
F37	[CON 5; Manual Dexterity 10]
The damage of attacks you block are reduced by your choice of 5 Bashing, Piercing or Slashing. You may block unblockable Spells and Attacks targeting you.
A38	Shield Up!
B38	[Shield Proficiency Level 3]
You may block attacks that pass or happen within 5 feet of you.
D38	-[]
F38	-[]
A39	Sniper
B39	[Manual Dexterity 15]
Effective range for all ranged weapons is doubled.
D39	-[]
F39	-[]
A40	Split the Arrow
B40	[Archery 5]
While you have a defensive action, you may contest an incoming thrown or archery attack directly with a free archery skill check of your own. If you win, the attack is considered a miss; if you lose, your defensive action is removed.
D40	[Archery 10]
While you have a defensive action, you may contest an incoming thrown or archery attack directly with a free archery skill check of your own. You may also contest these attacks not directed at you with a free 0 effort archery skill check
F40	[Archery 18; Manual Dexterity 8; Environmental Perception 12]
While you have a defensive action, you may contest an incoming physical projectile directly with a free archery skill check of your own. You may also contest these attacks not directed at 
A41	Sting Like a Bee
B41	[Brawler Level 1]
You may apply your DEX to your unarmed mod.
D41	-[]
F41	-[]
A42	Weaver's Bane
B42	[Arcane Knowledge 8]
Recieve a Free Spontaneous Basic Action if someone casts a spell within 5 feet of you.
D42	[Arcane Knowledge 13]
Recieve a Free Spontaneous Basic Action if someone casts a spell within 5 feet of you. You may apply your Conviction to the DR of any spell being cast within 5 feet of you.
F42	[Arcane Knowledge 20]
Recieve a Free Spontaneous Basic Action if someone casts a spell within 5 feet of you. You may apply your Conviction to the DR of any spell being cast within 5 feet of you. Also, If you attack someone focusing on a spell you mak
A43	Taunt
B43	[None]
When you attack a creature you may spend 5 Fortitude to taunt the creature. For the remainder of the combat round if that creature attacks anyone except you they must take a +5 DR to their Attack Skill Roll.
D43	[Intimidation 10]
When you attack a creature you may spend 3 Fortitude to taunt the creature. For the remainder of the combat round if that creature attacks anyone except you they must take a +5 DR to their Attack Skill Roll.
F43	[Intimidation 20]
When you attack a creature you may spend 3 Fortitude to taunt the creature. For the remainder of the battle if that creature attacks anyone except you they must take a +5 DR to their Attack Skill Roll.
A44	Tactical Footing
B44	[Nimbleness 5]
You may take a free 5 foot step before using a Basic Action.
D44	[Ingenuity 7]
You may take a free 5 foot step before using a Basic Action. At any time you may remove a Defensive token to take a free spontaneous 5 foot step.
F44	[Nimbleness 10]
You may take a free 5 foot step before and after using a Basic Action. At any time you may remove a Defensive token to take a free spontaneous 5 foot step.
### SHEET: Utility
A1	Field Repair
B1	[Mechanical Engineering 8]
You may use a basic action to increase the condition of a non-resource item by 1 tier. The object gains the brittle trait.
D1	[Mechanical Engineering 12]
You may use a basic action to increase the condition of a non-resource item by 1 tier. Make a 0 Effort Mechanical Engineering check DR 10. On a failure the item gains the brittle trait.
F1	[Mechanical Engineering 15]
You may use a basic action to increase the condition of a non-resource item by 2 tiers. Make a 0 Effort Mechanical Engineering check DR 10. On a failure the item gains the brittle trait.
A2	*Hello Darkness, My Old Friend
B2	-[Any Performing Arts Skill 4]
D2	-[]
F2	-[]
A3	*Inspirational Performer
B3	-[Any Performing Arts Skill 4]
A successful Performing Arts skill check during combat will increase your allies’ (able to witness the performance) movement 5 feet for a round and you may take a 5 foot step during the performance.
D3	-[Any Performing Arts Skill 8; CHA +2]
Successful performing art skill checks with a level 8 or higher allow anyone witnessing to mark successful skill checks as trainable if the skill is less than level 8. (Their skill check must still have 5 Stamin
F3	-[Any Performing Arts Skill 16]
Successful performing art skill checks with a level 16 or higher give your allies (able to witness the performance) a +1 mod to all their skill checks.
A4	*Marked for Death
B4	-[Sneak 6]
D4	-[Any Martial Arts Skill 8; Sneak 10]
If you surprise attack a creature, and you succeed a Sneak check, gain a free round of combat on the target with a +1 mod to attacks against the target during that round. Marked for Death can't be used again duri
F4	-[Any Martial Art 12; Sneak 17]
The killing blow is so masterful that it takes a moment for those around the target to even realize you struck the blow. You gain a free round of combat if you successfuly kill the target.  Marked for Death can't be us
A5	Death Becomes Me
B5	[Defied Death twice]
Whenever you Defy Death gain 7 Karma.
D5	[Defied Death thrice]
You are immune to Monkey Paws from Defying Death. Whenever you Defy Death gain 7 Karma.
F5	[Rolled a 10 Defying Death]
Choose one Supernatural Exploit. You are immune to Monkey Paws from Defying Death. Whenever you Defy Death gain 7 Karma.
A6	Fleet Footed
B6	[Combined Athletics 30; Dex 6]
Speed Mod +2
D6	-[]
F6	-[]
A7	Fortify Your Mind!
B7	[WIS 3]
You know when someone is reading your mind.
D7	[INT 3; CHA 3]
You know when someone is reading your mind. You can't be put to sleep magically. +1 to Wit, Ingenuity, and Conviction
F7	[WIS 4; INT 4; CHA 4]
Your mind can't be read and you can't be put to sleep magically. +2 to Wit, Ingenuity, and Conviction
A8	Head on a Swivel
B8	[Environmental Awareness 12]
You are considered to have an active Defensive Action outside of combat.
D8	-[]
F8	-[]
A9	Hey! Listen!
B9	[Leadership 6]
You can let another creature do skill checks using your skill level. They must have at least 1 in the skill to use it. If they fail they may not mark the skill trainable.
D9	-[]
F9	-[]
A10	Know Thy Mark
B10	[Any Perception Skill 3; WIS 2]
You know just by looking at someone their Wealth Level. If they are trying to disguise themselves then this estimate could be wrong.
D10	[Environmental Perception 6; Social Perception 10] 
You know just by looking at someone their Wealth Level even if they are trying to hide it.
F10	[Social Perception 14]
You know just by looking at someone their Wealth Level and all the items they are carrying even if they are trying to hide it.
A11	Pinnacle of Health
B11	[CON 6; Life Span < Epic]
Increase your lifespan one tier
D11	-[]
F11	-[]
A12	Recon Expert
B12	[Social Insight 8]
if you spend at least 1 minute observing another creature outside combat, you can learn if any skill or attribute of your choice is equal, superior, or inferior to your own.
D12	[Social Insight 13]
if you spend at least 1 minute observing another creature outside combat, you can learn if two skills or attribute of your choice is equal, superior, or inferior to your own.
F12	[Social Insight 17]
if you spend at least 1 minute observing another creature outside combat, you can learn if two skills or attribute of your choice is equal, superior, or inferior to your own. You also learn of one random exploit they possess and t
A13	Resolute
B13	[None]
+1 Mod to all Saves.
D13	-[]
F13	-[]
A14	Sharp Memory
B14	[INT 5]
You always know what direction you are traveling.
D14	[INT 7]
You always know what direction you are traveling. You can remember in great detail everything you have seen or heard within the past month.
F14	[INT 9]
You always know what direction you are traveling. You can remember in great detail everything you have seen or heard within the past month. You can memorize entire books and recite them word for word.
A15	There's No Such Thing as Luck
B15	[None]
You may not spend Karma to change you or anyone else's luck. (can't bargain with GM)  Whenever you gain Karma for upholding your goals or values double the amount you recieve.
D15	-[]
F15	-[]
A16	With Imagination, Anything is possible
B16	[WIS 3]
On completion of an invention you recieve a normal version of the item instead of a prototype.
D16	[WIS 5]
On completion of an invention you recieve a normal version of the item instead of a prototype. Invention minimum time is reduced from 1 month to 1 week.
F16	[INT 5]
On completion of an invention you recieve a normal version of the item instead of a prototype. Invention minimum time is reduced from 1 month to 1 week. +1 to Tech Level
A17	Resolute Mind
B17	[Environmental Awareness 10]
Conviction +2
D17	[WIS 5]
Conviction +4
F17	[One Magic Pillar 20]
Conviction +4. Your Toughness is applied in addition to your Conviction when resisting a spell concentration break.
A18	Master of Disguise
B18	[Deception 12; Social Insight 12]
Once per session, while not in combat, you may remove your chartacter from play. At anytime after this, you may return to play revealing yourself as a GM's NPC that was just in disguise.
D18	-[]
F18	-[]
A19	Meditation
B19	[]
Double recovery for all short rest Frequency spent
D19	-[]
F19	-[]
A20	Easy to Find Work
B20	[]
You have no issues integrating into the local populace and making connections via oddjobs.
D20	-[]
F20	-[]
A21	Natural Sportsman
B21	[]
Any attribute points spent during the course of a sport is doubled.
D21	-[]
F21	-[]
A22	University Contacts
B22	[]
As an alumni, you have have easy access to the University reasearch resources and have contacts within the establishment.
D22	-[]
F22	-[]
### SHEET: Learning
A1	Fast Learner
B1	[None]
When rolling to train a skill, a 5 and above is a success instead of 6 and above.
D1	[INT 3; CHA 4]
When rolling to train a skill, a 5 and above is a success instead of 6 and above. +1 to Learning Mod
F1	[WIS 6]
When rolling to train a skill, a 5 and above is a success instead of 6 and above. If you roll successfuly to train a skill, gain 2 levels in that skill instead of 1. +1 to Learning Mod
A2	Gifted
B2	[CHA 4]
When a skill is increased from level 0 to 1, gain 2 extra levels.
D2	-[]
F2	-[]
A3	Hive Mind
B3	[Social Perception 6; CHA 4]
Before after actions for a session you may pick one of your party members. Every time they gain a level in a skill you may make a fate roll. If the fate roll is a success you also gain a level in that skill.
D3	[Social Perception 10; WIS 4]
Before after actions for a session you may pick one of your party members. Every level they gain in skills you also gain.
F3	[Social Perception 18; WIS 5; INT 5; CHA 5]

Whenever a member of your party gains a level in a skill you also gain a level in that skill.
A4	Jack of All Trades
B4	[At least one trained skill in every skill category except magic]
If you roll successfuly to train a basic skill, if that skill level is less than 6 then gain 2 extra levels in that skill.
D4	-[]
F4	-[]
A5	Knowledge is Power
B5	[INT 3]
If you roll a 10 on a skill training check then you gain an extra level on that skill.
D5	[INT 5]
When rolling to train a skill, if you roll a 10, gain an extra level in that skill, and keep the skill marked as trainable for next session.
F5	[INT 8]
When rolling to train a skill, if you roll a 10, gain an extra level in that skill, keep the skill marked as trainable for next session, and gain 1 Karma.
A6	Muscle Memory
B6	[STR 4, DEX 5]
Any Skills with STR or DEX governing them can be trained when they are trainable at the end of a session, regardless of your max skills trainable.
D6	-[]
F6	-[]
A7	Scatterbrained
B7	[INT 4]
At the end of a session you may change one trainable skill to another of the same skill class.
D7	-[]
F7	-[]
A8	Self Teacher
B8	[WIS 5]
Instead of training any skills at the end of a session you may instead gain a level in any non magic skill that is currently 0 with a successful fate roll.
D8	-[]
F8	-[]
### SHEET: Social
A1	Alluring Spark
B1	[Seduction 6; Beauty 7]
Anyone that finds you sexually attractive will do one minor favor without expecting compensation.
D1	[Beauty 8]
Anyone that finds you sexually attractive will do one minor favor without expecting compensation. Your Social Skill Checks aren't effected by Deficiency Status Effects.
F1	[Beauty 10]
Anyone that finds you sexually attractive will do one minor favor without expecting compensation. Your Social Skill Checks aren't effected by Deficiency Status Effects. Anyone that has had sex with you can't contest any of your Social Ski
A2	Diplomatic Immunity in (X)
B2	[Law 8]
Government officials can’t persecute based on their laws if murder isn’t involved; the most they can do is detain and extradite you. (X is equal to a region the size of a large city.)
D2	[Law 14]
  Even if murder is involved the law can only detain and extradite you.
F2	[Law 16]
The law can't touch you.
A3	Heavenly Beauty
B3	[Beauty 10, All Social Skills 5]
Lies about you being a deity are extremely believable and only a creature's intelligence can be used to resist these lies.
D3	[Seduction 13]
Lies about you being a deity are extremely believable and only a creature's intelligence can be used to resist these lies. Seduction checks can’t be denied because of a character’s sexual preference.
F3	[All Social Skills 15]
Lies about you being a deity are extremely believable and only a creature's intelligence can be used to resist these lies. Seduction checks can’t be denied because of a character’s sexual preference. Some may assume you to be a
A4	Letting Off Steam
B4	[None]
Successful intimidation skill checks reduce your strain by the score of the skill check -2.
D4	[Survival 8, Fortitude 4]
Successful intimidation skill checks reduce your strain by the score of the skill check -2 and you get +2 Strain reduction from alcohol.
F4	[CHA 7]
Successful intimidation skill checks reduce your strain by the score of the skill check -2 and you get +2 Strain reduction from alcohol. When your strain is 10 or higher, double your combat damage and reduce your strain by 4 when you make a s
A5	You Have No Power Over Me!
B5	[WIS 4]
Others may not apply their beauty modifier to checks against you.
D5	[WIS 5; INT 6]
Others may not apply their beauty modifier to checks against you. You can't be intimidated, persuaded, or seduced unless you allow it.
F5	[WIS 6; INT 6; CHA 5]
Others may not apply their beauty modifier to checks against you. You can't be intimidated, persuaded, or seduced unless you allow it. Supernatural and magical effects used to control you have no effect.
### SHEET: Magic
A1	Chaotic Spark
B1	[None]
Add 3 levels to every school of magic. You can no longer spellweave and all woven spells you have are gone. When raw casting you can not choose what school to cast from, instead roll a 1d10 to determine what school of magic you will cast from.
D1	-[]
F1	-[]
A2	Enchanted Performer
B2	[None]
You may use a performing arts skill to augment casting magic. Add half your skill level in the performing art rounded down to the magic skill check. The time required for casting is doubled.
D2	-[]
F2	-[]
A3	Ritualist
B3	[Supernatural Perception 10; Arcane Knowledge 10]
You may destroy items in exchange for mana during spellcasting. This mana may not be stored. The mana recieved is detemined by the GM based on the items value grade and condition. The GM may also dete
D3	-[]
F3	-[]
A4	Altruistic Spark
B4	[Positive or Neutral Attunement]
Monkey Paws from raw casting can only be directed at you.
D4	-[]
F4	-[]
A5	Attunement (X)
B5	[Replaces Feel the Esther Level 1; Must be gained through Root, Branch, Blossom, or GM awarded]
You gain the ability to use magic and spellweave. Mercy, Severity or Balance attunement
D5	-[]
F5	-[]
A6	Battery Body
B6	[Any Domains of Magic Skill 4; Arcane Knowledge 5]
You can store 5 mana within your body.
D6	[Any Domains of Magic Skill 6; Arcane Knowledge 10]
You can store 10 mana within your body.
F6	[Any Domains of Magic Skill 8; Arcane Knowledge 15]
You can store 15 mana within your body.
A7	Blessed Arcana
B7	[Must be gained through Root, Branch, Blossom, or GM awarded]
You have a strong foundation in the arcane arts. You will take no negatives from the Understand the Esther blossom.
D7	[Arcane Knowledge 6; Feel the Esther Level 1]
You are unable to cast unless you have Attunement, but gain +3 to one Pillar of Mercy Magic Skill
F7	[Arcane Knowledge 10]
You have a strong foundation in the holy arcane arts. You are unable to cast unless you have Attunement, but gain +3 to one Pillar of Mercy Magic Skill. You will take no negatives from the Path to Attunement Blossom.  Additional
A8	Demonic Arts
B8	[Must be gained through Root, Branch, Blossom, or GM awarded]
You can peform an ancient dark ritual to unlock a connection to the Esther. Remove 1 attribute point from a fellow party member as you perform the ritual to unlock the knowledge you seek. 
D8	[Arcane Knowledge 6; Feel the Esther Level 1]
You are unable to cast unless you have Attunement, but gain +3 to one Pillar of Severity Magic Skill
F8	[Arcane Knowledge 10]
You have a strong foundation in the dark arts. You are unable to cast unless you have Attunement, but gain +3 to one Pillar of Severity Magic Skill. With great sacrifice, you can gain your attunement through the suffering of tho
A9	Esther Conduit
B9	[Used 20 Mana]
Whenever you raw cast a spell you instantly muster 1 Mana directly from the Esther. This mana can't be stored and must be applied to the current casted spell or it burns up.
D9	[Used 40 Mana]
When you raw cast a spell you instantly muster 1 Mana directly from the Esther. This mana can't be stored. If someone else uses mana to cast a spell within 500 feet of you, you recieve half of the mana rounded up that they used which w
E9	Others may not apply their beauty modifier to checks against you. You can't be intimidated, persuaded, or seduced unless you allow it. Supernatural and magical effects used to control you have no effect.
F9	[Used 60 Mana]
When you raw cast a spell you instantly muster 1 Mana directly from the Esther. This mana can't be stored. If someone else uses mana to cast a spell within 500 feet of you,  you recieve half of the mana rounded up that they used which 
A10	Feel the Esther
B10	[Must be gained through Root, Branch, Blossom, or GM awarded]
You can increase levels in the Domains of Magic Skills. (This doesn't give you the ability to cast or spellweave.)
D10	-[]
F10	-[]
A11	Parsley, Sage, Rosemary, and Thyme
B11	[Chemical Engineering 6; Arcane Knowledge 8]
You may raw cast by sacrificing items. Using a magic action, you may destroy one undamaged item to cast from any school of magic. The value of the item is equal to the skill during casting. No mana from an
D11	[Chemical Engineering 10; Arcane Knowledge 12]
You may raw cast by sacrificing items. Using a magic action, you may destroy up to 2 undamaged item to cast from any school of magic. The combined value of the items is equal to the skill during casting.
F11	[Chemical Engineering 12; Arcane Knowledge 16]
You may raw cast by sacrificing items. Using a magic action, you may destroy up to 3 undamaged item to cast from any school of magic. The combined value of the items is equal to the skill during casting.
A12	Sacred Exchange
B12	[The Hunger or Arcane Knowledge 8]
You may freely consume 1 available Mana to instantly regain 1 Fortitude.
D12	-[]
F12	-[]
A13	Selfish Spark
B13	[Negative or Neutral Attunement]
Monkey Paws from raw casting can only be directed at others or the environment.
D13	-[]
F13	-[]
A14	Karmic Power
B14	[None]
You may use Karma as if it was Mana stored in your body.
D14	-[]
F14	-[]
A15	Don't Break My Concentration
B15	[Arcane Knowledge 12]
If your concentration is broken when casting or channelling a spell then a 20 foot radius blast that does 3d10 of bashing damage is expelled from your body.
D15	[Supernatural Perception 12]
If your concentration is broken when casting or channelling a spell then a 20 foot radius blast that does 3d10 of bashing damage is expelled from your body. Any mana you used for the spell is returned to you.
F15	[Conviction 10]
If your concentration is broken when casting or channelling a spell then a 20 foot radius blast that does 3d10 of bashing damage is expelled from your body. Any mana you used for the spell is returned to you. The spell is still dispel
A16	Attunement Unlocked
B16	[1 School of magic in your attunement pillar 20]
You may roll an additional 1d10 when casting any spell in your pillar of attunement
D16	[2 Schools of magic in your attunement pillar 20]
You may roll an additional 1d12 when casting any spell in your pillar of attunement
F16	[3 Schools of magic in your attunement pillar 20]
You may roll an additional 1d20 when casting any spell in your pillar of attunement
### SHEET: Supernatural
A1	Ancient Soul
B1	[None]
This body may be new but your soul is very old. +1 Karma at the end of every session no matter what.
D1	-[]
F1	-[]
A2	Born Evolved
B2	[None]
All attributes +1
D2	-[]
F2	-[]
A3	Death's Hand
B3	[Lifespan < 4 - Long]
Increase Lifespan 2 ranks. If someone in your party must roll to defy death then you must also roll to defy death. You don't recieve a monkey paw but if you roll a 5 or lower then your character is doomed.
D3	-[]
F3	-[]
A4	Eidetic Memory
B4	[None]
You remember everything you read, hear, or see in great detail with nearly perfect recollection. This should provide substantial bonuses in numerous occasions at GM's discretion. Also you no longer have to roll or spend karma to level up skill
D4	-[]
F4	-[]
A5	Enthralling Aura
B5	[None]
Enthrall one being of DR of 11 or lower at a time. You have complete control over them. GM makes them a character sheet and plays them but you command them.
D5	[Subsequent Earning]
Enthrall one being of DR of 18 or lower at a time. You have complete control over them. GM makes them a character sheet and plays them but you command them.
F5	[Subsequent Earning]
Entrall any non player being. You have complete control over them. GM makes them a character sheet and plays them but you command them.
A6	Flight
B6	[None]
You have the natural ability of flight. You can fly in any direction at your movement speed.
D6	-[]
F6	-[]
A7	Healing Factor
B7	[None]
Worn body parts automaticaly heal in 6 seconds or one combat round.
D7	[CON +4]
Worn and broken body parts heal one condition in 6 seconds or one combat round.
F7	[CON +6]
Worn and broken body parts heal one condition in 6 seconds or one combat round. Destroyed body parts heal in 1 day.
A8	Magic Negator (X)
B8	[None]
If (X) school of magic is used within 300 feet of you the spell is instantly countered and you have access to the mana used for that spell. You can store the mana in a catalyst or it must be used within 6 seconds or by the end of the next comb
D8	-[]
F8	-[]
A9	Precognition
B9	[None]
You may at anytime ask the GM to have the last 10 minutes of game time be replayed. The events never happened; you just saw the future. You can't replay the same span of time twice.  (Can only be used once per session)
D9	-[]
F9	-[]
A10	Proof (X)
B10	[None]
Your body is naturally immune to cold, fire, electricity, or acid
D10	-[]
F10	-[]
A11	Shapeshifter
B11	[None]
You may change your apperance at will. You can't grow or shrink in size but everything else is free game. Changing is exhausting and every transformation reduces your Fortitude by 5. This can allow the user to change their Beauty stat.
D11	-[]
F11	-[]
A12	The Hunger
B12	Consume the Body: [None]
Tearing, bitting, ripping whatever way you do it you recive sustanence from the blood or flesh of your enemies. As an action you may gorge on a fresh corpse to replenish 10 Fortitude.
D12	Drink the Spirit: [Subsequent Earning]
Tearing, bitting, ripping whatever way you do it you recive sustanence from the blood or flesh of your enemies. As an action you may gorge on a fresh corpse to replenish 10 Fortitude. Consuming a body gives you 
F12	Savour the Soul: []
Tearing, bitting, ripping whatever way you do it you recive sustanence from the blood or flesh of your enemies. As an action you may gorge on a fresh corpse to replenish 10 Fortitude. When consuming a body you may choose to reciev
A13	The Need for Speed
B13	1.209 Gigawatts: [None]
+2 to APT; + 6 Speed Mod
D13	Give Me Fuel, Give Me Fire: [Subsequent Earning]
+2 to APT; +6 Speed Mod; +8 Healing Mod;
F13	Touch the Speed Force: [Subsequent Earning]
+2 to APT; +7 Speed Mod; +8 Healing Mod; Once a day you can move 99.99% the speed of light for a minute.
A14	They're All Going to Laugh at You!
B14	[None]
You can create a medium size fire at will within 30 feet of you. In combat this can only be done once per round as an offesnive action. Damage from this fire is 15 Fire.
D14	-[]
F14	-[]
A15	Undead
B15	[None]
